TF_ID	Gene_ID	Family
Traes_4DS_82065CB2C.1	Traes_4DS_82065CB2C	GRAS
Traes_4DS_8B2168C85.2	Traes_4DS_8B2168C85	bHLH
Traes_4DS_9575221BB.3	Traes_4DS_9575221BB	LBD
Traes_4DS_9C2FD9F381.2	Traes_4DS_9C2FD9F381	TCP
Traes_4DS_A5CD70F30.3	Traes_4DS_A5CD70F30	GRAS
Traes_4DS_A93EBB9CF.1	Traes_4DS_A93EBB9CF	bZIP
Traes_4DS_A980F512E.4	Traes_4DS_A980F512E	HSF
Traes_4DS_ADBA6E30A.1	Traes_4DS_ADBA6E30A	GRAS
Traes_4DS_AE4107C25.1	Traes_4DS_AE4107C25	GRAS
Traes_4DS_AFBE29C20.2	Traes_4DS_AFBE29C20	NF-YA
Traes_4DS_AFCEDDE67.2	Traes_4DS_AFCEDDE67	GATA
Traes_4DS_B98800798.1	Traes_4DS_B98800798	NAC
Traes_4DS_BD48EEAD8.2	Traes_4DS_BD48EEAD8	Trihelix
Traes_4DS_C7C37A73D.1	Traes_4DS_C7C37A73D	GRAS
Traes_4DS_CFC487CE5.2	Traes_4DS_CFC487CE5	WRKY
Traes_4DS_D8AFBAC97.2	Traes_4DS_D8AFBAC97	NF-YB
Traes_4DS_DA077BB06.1	Traes_4DS_DA077BB06	LBD
Traes_4DS_DA83A5E27.1	Traes_4DS_DA83A5E27	NAC
Traes_4DS_DC3C9DC42.2	Traes_4DS_DC3C9DC42	WRKY
Traes_4DS_E4442B2FF.1	Traes_4DS_E4442B2FF	bHLH
Traes_4DS_ECE3F21FA.1	Traes_4DS_ECE3F21FA	bHLH
Traes_4DS_F05CBDEB6.1	Traes_4DS_F05CBDEB6	FAR1
Traes_4DS_F0A04A0EC.1	Traes_4DS_F0A04A0EC	GATA
Traes_4DS_F3750ABFD.1	Traes_4DS_F3750ABFD	ZF-HD
Traes_4DS_F74D72DF1.1	Traes_4DS_F74D72DF1	ZF-HD
Traes_4DS_F8FC0C699.6	Traes_4DS_F8FC0C699	GRAS
Traes_4DS_FAFED0328.2	Traes_4DS_FAFED0328	bZIP
Traes_4DS_FE38A59D0.1	Traes_4DS_FE38A59D0	WRKY
Traes_4DS_FE97492F2.1	Traes_4DS_FE97492F2	bZIP
Traes_4DS_FEAA10316.1	Traes_4DS_FEAA10316	GRAS
Traes_5AL_047ABC9FC.1	Traes_5AL_047ABC9FC	NF-YA
Traes_5AL_04D3E97F0.1	Traes_5AL_04D3E97F0	bZIP
Traes_5AL_06A6F9328.2	Traes_5AL_06A6F9328	WRKY
Traes_5AL_09C375647.1	Traes_5AL_09C375647	bZIP
Traes_5AL_0C11447DF.2	Traes_5AL_0C11447DF	bZIP
Traes_5AL_0CAD19709.1	Traes_5AL_0CAD19709	FAR1
Traes_5AL_0D4BDDDCD.1	Traes_5AL_0D4BDDDCD	bHLH
Traes_5AL_0DF34352F.2	Traes_5AL_0DF34352F	FAR1
Traes_5AL_10E85D5B3.1	Traes_5AL_10E85D5B3	FAR1
Traes_5AL_16AD8DEEC.1	Traes_5AL_16AD8DEEC	HSF
Traes_5AL_1A7387EDC.1	Traes_5AL_1A7387EDC	GRAS
Traes_5AL_1EA22121D.1	Traes_5AL_1EA22121D	Dof
Traes_5AL_206C0CE33.2	Traes_5AL_206C0CE33	Trihelix
Traes_5AL_315285EFC.1	Traes_5AL_315285EFC	Nin-like
Traes_5AL_315285EFC1.1	Traes_5AL_315285EFC1	Nin-like
Traes_5AL_3312FD71F.2	Traes_5AL_3312FD71F	Nin-like
Traes_5AL_331CE753D.1	Traes_5AL_331CE753D	bHLH
Traes_5AL_373E730BB.1	Traes_5AL_373E730BB	NAC
Traes_5AL_39649C38E.1	Traes_5AL_39649C38E	bZIP
Traes_5AL_41B98AAEF.1	Traes_5AL_41B98AAEF	NAC
Traes_5AL_4C72C5BCB.1	Traes_5AL_4C72C5BCB	GRAS
Traes_5AL_521868848.2	Traes_5AL_521868848	bZIP
Traes_5AL_538EC4C86.1	Traes_5AL_538EC4C86	bZIP
Traes_5AL_59A8F0CBD.1	Traes_5AL_59A8F0CBD	NAC
Traes_5AL_637B13721.2	Traes_5AL_637B13721	SBP
Traes_5AL_69590B897.1	Traes_5AL_69590B897	bZIP
Traes_5AL_69A969FF4.1	Traes_5AL_69A969FF4	WRKY
Traes_5AL_69C653611.1	Traes_5AL_69C653611	FAR1
Traes_5AL_6F7D1D441.1	Traes_5AL_6F7D1D441	WRKY
Traes_5AL_6FDB440FB.1	Traes_5AL_6FDB440FB	WRKY
Traes_5AL_7164FEAC3.1	Traes_5AL_7164FEAC3	WRKY
Traes_5AL_79E6A58E6.1	Traes_5AL_79E6A58E6	bZIP
Traes_5AL_7ED9D05C5.1	Traes_5AL_7ED9D05C5	NAC
Traes_5AL_7FFD17EDE.2	Traes_5AL_7FFD17EDE	E2F/DP
Traes_5AL_80CF1975F.1	Traes_5AL_80CF1975F	FAR1
Traes_5AL_83E515188.2	Traes_5AL_83E515188	GRAS
Traes_5AL_85F3BE385.2	Traes_5AL_85F3BE385	bHLH
Traes_5AL_886E8DACD.1	Traes_5AL_886E8DACD	GRAS
Traes_5AL_9775A72F6.1	Traes_5AL_9775A72F6	FAR1
Traes_5AL_998CB34C7.1	Traes_5AL_998CB34C7	bHLH
Traes_5AL_9AE0ED26A.1	Traes_5AL_9AE0ED26A	GRAS
Traes_5AL_9BC38814C.1	Traes_5AL_9BC38814C	bZIP
Traes_5AL_9FEA7C044.1	Traes_5AL_9FEA7C044	NAC
Traes_5AL_A3653B781.1	Traes_5AL_A3653B781	WRKY
Traes_5AL_B4E8A3115.2	Traes_5AL_B4E8A3115	WRKY
Traes_5AL_B65EF5518.3	Traes_5AL_B65EF5518	EIL
Traes_5AL_BF8D0B7C0.1	Traes_5AL_BF8D0B7C0	GRAS
Traes_5AL_C1EC942D6.1	Traes_5AL_C1EC942D6	ZF-HD
Traes_5AL_CA424FE08.2	Traes_5AL_CA424FE08	FAR1
Traes_5AL_CB0F2D278.1	Traes_5AL_CB0F2D278	bZIP
Traes_5AL_D369204D3.1	Traes_5AL_D369204D3	HSF
Traes_5AL_D6D568F0E.2	Traes_5AL_D6D568F0E	bHLH
Traes_5AL_D9A4DFF71.1	Traes_5AL_D9A4DFF71	bZIP
Traes_5AL_DD30903BD.1	Traes_5AL_DD30903BD	NAC
Traes_5AL_E566BD64E.1	Traes_5AL_E566BD64E	WRKY
Traes_5AL_E644A6A0B.1	Traes_5AL_E644A6A0B	WRKY
Traes_5AL_EB97D69D7.2	Traes_5AL_EB97D69D7	YABBY
Traes_5AL_ED3ADED51.3	Traes_5AL_ED3ADED51	WRKY
Traes_5AL_ED57961C7.1	Traes_5AL_ED57961C7	bHLH
Traes_5AL_EDF2DD187.1	Traes_5AL_EDF2DD187	bHLH
Traes_5AL_F013240B3.1	Traes_5AL_F013240B3	bZIP
Traes_5AL_F2A49EB8E.1	Traes_5AL_F2A49EB8E	NAC
Traes_5AL_F35B9FF8E.1	Traes_5AL_F35B9FF8E	NAC
Traes_5AL_F6FD8FEFF.1	Traes_5AL_F6FD8FEFF	bHLH
Traes_5AL_F72B730FE.2	Traes_5AL_F72B730FE	bHLH
Traes_5AS_0267719D3.1	Traes_5AS_0267719D3	GATA
Traes_5AS_068F5C18A.1	Traes_5AS_068F5C18A	FAR1
Traes_5AS_0ADC996F5.1	Traes_5AS_0ADC996F5	GATA
Traes_5AS_178725FAF.2	Traes_5AS_178725FAF	NF-YA
Traes_5AS_1986BD81F.2	Traes_5AS_1986BD81F	FAR1
Traes_5AS_282747CEF.2	Traes_5AS_282747CEF	CPP
Traes_5AS_2F996234C.1	Traes_5AS_2F996234C	bZIP
Traes_5AS_31C2540C0.2	Traes_5AS_31C2540C0	YABBY
Traes_5AS_378F353CF.2	Traes_5AS_378F353CF	NF-YA
Traes_5AS_385093B54.2	Traes_5AS_385093B54	FAR1
Traes_5AS_3A85F1C2C.3	Traes_5AS_3A85F1C2C	bZIP
Traes_5AS_4125EE078.2	Traes_5AS_4125EE078	CPP
Traes_5AS_433D3E526.1	Traes_5AS_433D3E526	WRKY
Traes_5AS_4B8974198.2	Traes_5AS_4B8974198	FAR1
Traes_5AS_5B9D5E067.1	Traes_5AS_5B9D5E067	bHLH
Traes_5AS_6F02C9967.1	Traes_5AS_6F02C9967	bZIP
Traes_5AS_710247B67.1	Traes_5AS_710247B67	GRAS
Traes_5AS_9C6171380.1	Traes_5AS_9C6171380	WRKY
Traes_5AS_D0F590190.1	Traes_5AS_D0F590190	FAR1
Traes_5AS_E5FD82E36.2	Traes_5AS_E5FD82E36	NAC
Traes_5AS_EBCEA6601.1	Traes_5AS_EBCEA6601	bHLH
Traes_5AS_FFFE74F61.1	Traes_5AS_FFFE74F61	bHLH
Traes_5BL_04BDEB5D8.2	Traes_5BL_04BDEB5D8	GRAS
Traes_5BL_054434680.2	Traes_5BL_054434680	bHLH
Traes_5BL_06A206038.1	Traes_5BL_06A206038	SRS
Traes_5BL_07C33038A.1	Traes_5BL_07C33038A	bHLH
Traes_5BL_0A3D332A8.1	Traes_5BL_0A3D332A8	WRKY
Traes_5BL_175E7FC38.1	Traes_5BL_175E7FC38	WRKY
Traes_5BL_1783B924B.1	Traes_5BL_1783B924B	FAR1
Traes_5BL_17A712C94.1	Traes_5BL_17A712C94	WRKY
Traes_5BL_19F383CC71.1	Traes_5BL_19F383CC71	TCP
Traes_5BL_1E751EF1F.1	Traes_5BL_1E751EF1F	GRAS
Traes_5BL_2111E509E.1	Traes_5BL_2111E509E	NAC
Traes_5BL_2131D2B17.1	Traes_5BL_2131D2B17	NAC
Traes_5BL_26B26165E.1	Traes_5BL_26B26165E	LBD
Traes_5BL_2C77A04C2.2	Traes_5BL_2C77A04C2	FAR1
Traes_5BL_2DDBAA0C2.1	Traes_5BL_2DDBAA0C2	TCP
Traes_5BL_34CEC5885.2	Traes_5BL_34CEC5885	bHLH
Traes_5BL_3503725F1.2	Traes_5BL_3503725F1	SBP
Traes_5BL_38DFDFE41.1	Traes_5BL_38DFDFE41	NAC
Traes_5BL_3900B9128.1	Traes_5BL_3900B9128	NAC
Traes_5BL_39FD9626E.5	Traes_5BL_39FD9626E	bHLH
Traes_5BL_39FF03C5D.1	Traes_5BL_39FF03C5D	NAC
Traes_5BL_3BA7EA9A3.1	Traes_5BL_3BA7EA9A3	NAC
Traes_5BL_3C5BB24D7.1	Traes_5BL_3C5BB24D7	NAC
Traes_5BL_3EEBE3D51.1	Traes_5BL_3EEBE3D51	LBD
Traes_5BL_420974D47.1	Traes_5BL_420974D47	NAC
Traes_5BL_4317E525B.2	Traes_5BL_4317E525B	bHLH
Traes_5BL_4497A137C.1	Traes_5BL_4497A137C	NAC
Traes_5BL_44A8BCF95.1	Traes_5BL_44A8BCF95	Dof
Traes_5BL_456C3408A.1	Traes_5BL_456C3408A	NAC
Traes_5BL_462E6AA25.2	Traes_5BL_462E6AA25	Nin-like
Traes_5BL_4700CC358.1	Traes_5BL_4700CC358	bZIP
Traes_5BL_4CD61BF76.1	Traes_5BL_4CD61BF76	GeBP
Traes_5BL_4D4B8A841.1	Traes_5BL_4D4B8A841	FAR1
Traes_5BL_4DD00FF4B.1	Traes_5BL_4DD00FF4B	bZIP
Traes_5BL_4DEC298F9.1	Traes_5BL_4DEC298F9	YABBY
Traes_5BL_50B986FF5.1	Traes_5BL_50B986FF5	bHLH
Traes_5BL_5309F1C77.1	Traes_5BL_5309F1C77	NF-YC
Traes_5BL_553BE31FE.1	Traes_5BL_553BE31FE	bHLH
Traes_5BL_573ABF1D7.1	Traes_5BL_573ABF1D7	bZIP
Traes_5BL_57ABE6426.1	Traes_5BL_57ABE6426	NAC
Traes_5BL_581C3F5DA.1	Traes_5BL_581C3F5DA	NAC
Traes_5BL_590637F31.1	Traes_5BL_590637F31	Trihelix
Traes_5BL_59AFA4B01.1	Traes_5BL_59AFA4B01	NAC
Traes_5BL_6054E8EC9.1	Traes_5BL_6054E8EC9	ZF-HD
Traes_5BL_657BF1497.1	Traes_5BL_657BF1497	NAC
Traes_5BL_660903797.2	Traes_5BL_660903797	bHLH
Traes_5BL_6617B7367.2	Traes_5BL_6617B7367	NAC
Traes_5BL_6C613A3D9.1	Traes_5BL_6C613A3D9	bZIP
Traes_5BL_6CFCBCCE6.1	Traes_5BL_6CFCBCCE6	bHLH
Traes_5BL_700283665.2	Traes_5BL_700283665	GRAS
Traes_5BL_71717F042.1	Traes_5BL_71717F042	bHLH
Traes_5BL_7A5C5CCCB.1	Traes_5BL_7A5C5CCCB	Dof
Traes_5BL_7A5C5CCCB1.1	Traes_5BL_7A5C5CCCB1	Dof
Traes_5BL_81FD6E89B.9	Traes_5BL_81FD6E89B	Trihelix
Traes_5BL_852C30796.1	Traes_5BL_852C30796	GATA
Traes_5BL_8688F70C9.1	Traes_5BL_8688F70C9	WRKY
Traes_5BL_8A463E577.2	Traes_5BL_8A463E577	ZF-HD
Traes_5BL_8BAA498F1.1	Traes_5BL_8BAA498F1	FAR1
Traes_5BL_8BE382FE3.2	Traes_5BL_8BE382FE3	NAC
Traes_5BL_8BEF7F9CD.1	Traes_5BL_8BEF7F9CD	WRKY
Traes_5BL_8C181ECA8.2	Traes_5BL_8C181ECA8	bHLH
Traes_5BL_8D23DFA4A.1	Traes_5BL_8D23DFA4A	HSF
Traes_5BL_90757F0CC.1	Traes_5BL_90757F0CC	WRKY
Traes_5BL_92902F993.1	Traes_5BL_92902F993	CAMTA
Traes_5BL_93F0F3F5D.1	Traes_5BL_93F0F3F5D	ZF-HD
Traes_5BL_96D5EA4EE.1	Traes_5BL_96D5EA4EE	SBP
Traes_5BL_96FDFC152.1	Traes_5BL_96FDFC152	SBP
Traes_5BL_9CD03DFCE.1	Traes_5BL_9CD03DFCE	Trihelix
Traes_5BL_9EB8DE389.1	Traes_5BL_9EB8DE389	FAR1
Traes_5BL_9F73E599F.1	Traes_5BL_9F73E599F	E2F/DP
Traes_5BL_A4B8421A7.1	Traes_5BL_A4B8421A7	bZIP
Traes_5BL_A522C62D1.1	Traes_5BL_A522C62D1	WRKY
Traes_5BL_A5532B750.1	Traes_5BL_A5532B750	bZIP
Traes_5BL_A7C4DAE11.2	Traes_5BL_A7C4DAE11	GRAS
Traes_5BL_A847CD732.1	Traes_5BL_A847CD732	HSF
Traes_5BL_A85CEE3C1.1	Traes_5BL_A85CEE3C1	bZIP
Traes_5BL_AAC9C7238.2	Traes_5BL_AAC9C7238	bHLH
Traes_5BL_AEF9FE805.2	Traes_5BL_AEF9FE805	WRKY
Traes_5BL_B53DA57D4.2	Traes_5BL_B53DA57D4	ZF-HD
Traes_5BL_B55F708EC.1	Traes_5BL_B55F708EC	bHLH
Traes_5BL_B569B5FF4.1	Traes_5BL_B569B5FF4	FAR1
Traes_5BL_B5F4BA2FD.2	Traes_5BL_B5F4BA2FD	NF-YA
Traes_5BL_B6051DD37.2	Traes_5BL_B6051DD37	EIL
Traes_5BL_B820523A7.2	Traes_5BL_B820523A7	bHLH
Traes_5BL_B94C45A8F.1	Traes_5BL_B94C45A8F	TCP
Traes_5BL_B9DD3E76F.1	Traes_5BL_B9DD3E76F	WRKY
Traes_5BL_BBFA6D506.1	Traes_5BL_BBFA6D506	bZIP
Traes_5BL_BC56C7E17.2	Traes_5BL_BC56C7E17	FAR1
Traes_5BL_C02570726.1	Traes_5BL_C02570726	GRAS
Traes_5BL_C08428870.1	Traes_5BL_C08428870	bZIP
Traes_5BL_C1D6B6B74.2	Traes_5BL_C1D6B6B74	WRKY
Traes_5BL_C330C8714.3	Traes_5BL_C330C8714	Trihelix
Traes_5BL_C559EFC8A.1	Traes_5BL_C559EFC8A	bZIP
Traes_5BL_C753673FD.1	Traes_5BL_C753673FD	bHLH
Traes_5BL_C8BEC527F.1	Traes_5BL_C8BEC527F	GRAS
Traes_5BL_CBFAD4B59.1	Traes_5BL_CBFAD4B59	bHLH
Traes_5BL_CC18CAD72.1	Traes_5BL_CC18CAD72	NAC
Traes_5BL_CCDB985ED.2	Traes_5BL_CCDB985ED	FAR1
Traes_5BL_CE4CF3B5C.1	Traes_5BL_CE4CF3B5C	LBD
Traes_5BL_CF90A7CAE.1	Traes_5BL_CF90A7CAE	bHLH
Traes_5BL_D3C383CF5.1	Traes_5BL_D3C383CF5	WRKY
Traes_5BL_D45BBFEBC.1	Traes_5BL_D45BBFEBC	bHLH
Traes_5BL_D934D0099.1	Traes_5BL_D934D0099	Dof
Traes_5BL_D934D00991.1	Traes_5BL_D934D00991	Dof
Traes_5BL_DA72CE20D.2	Traes_5BL_DA72CE20D	bHLH
Traes_5BL_DB5410008.2	Traes_5BL_DB5410008	bHLH
Traes_5BL_DBF482F4B.1	Traes_5BL_DBF482F4B	bHLH
Traes_5BL_DDC2491F7.1	Traes_5BL_DDC2491F7	bHLH
Traes_5BL_DE53199D3.3	Traes_5BL_DE53199D3	bZIP
Traes_5BL_DF8EC4A24.2	Traes_5BL_DF8EC4A24	GRAS
Traes_5BL_E15759DAD.1	Traes_5BL_E15759DAD	HSF
Traes_5BL_E1D1D198E.1	Traes_5BL_E1D1D198E	bHLH
Traes_5BL_E294922A9.2	Traes_5BL_E294922A9	WRKY
Traes_5BL_E86F89671.1	Traes_5BL_E86F89671	bHLH
Traes_5BL_E93713C14.1	Traes_5BL_E93713C14	BES1
Traes_5BL_ED508277A.2	Traes_5BL_ED508277A	GRAS
Traes_5BL_F258582BB.1	Traes_5BL_F258582BB	GATA
Traes_5BL_F3018E8CA.1	Traes_5BL_F3018E8CA	bZIP
Traes_5BL_F367A99A7.1	Traes_5BL_F367A99A7	bZIP
Traes_5BL_F80E01D65.1	Traes_5BL_F80E01D65	HSF
Traes_5BL_F853EA802.1	Traes_5BL_F853EA802	WRKY
Traes_5BL_FB4EDEA83.2	Traes_5BL_FB4EDEA83	bZIP
Traes_5BL_FCB1625F3.1	Traes_5BL_FCB1625F3	HSF
Traes_5BS_037093F0B.1	Traes_5BS_037093F0B	Dof
Traes_5BS_0F8DBB33D.2	Traes_5BS_0F8DBB33D	bHLH
Traes_5BS_1751C4BBF.2	Traes_5BS_1751C4BBF	FAR1
Traes_5BS_3EEBE3D51.1	Traes_5BS_3EEBE3D51	LBD
Traes_5BS_48110DBF6.1	Traes_5BS_48110DBF6	FAR1
Traes_5BS_49C7C1976.2	Traes_5BS_49C7C1976	NF-YA
Traes_5BS_69957E77A.2	Traes_5BS_69957E77A	FAR1
Traes_5BS_77558D2A3.2	Traes_5BS_77558D2A3	TCP
Traes_5BS_86C1C9A9F.2	Traes_5BS_86C1C9A9F	FAR1
Traes_5BS_88AF62B60.2	Traes_5BS_88AF62B60	GATA
Traes_5BS_938D6B791.1	Traes_5BS_938D6B791	GATA
Traes_5BS_96DCE1858.1	Traes_5BS_96DCE1858	FAR1
Traes_5BS_9F043AE17.1	Traes_5BS_9F043AE17	NAC
Traes_5BS_A5532B750.1	Traes_5BS_A5532B750	bZIP
Traes_5BS_A782F7510.2	Traes_5BS_A782F7510	YABBY
Traes_5BS_B2CD001D1.2	Traes_5BS_B2CD001D1	bZIP
Traes_5BS_B7F04C1A5.4	Traes_5BS_B7F04C1A5	FAR1
Traes_5BS_BCC406654.2	Traes_5BS_BCC406654	FAR1
Traes_5BS_C46781248.1	Traes_5BS_C46781248	WRKY
Traes_5BS_D5FD1D5CE.2	Traes_5BS_D5FD1D5CE	FAR1
Traes_5BS_E0345D5DF.2	Traes_5BS_E0345D5DF	WRKY
Traes_5BS_E5423261A.1	Traes_5BS_E5423261A	FAR1
Traes_5BS_ED54C58C5.1	Traes_5BS_ED54C58C5	GRAS
Traes_5BS_F1DE20B4B.1	Traes_5BS_F1DE20B4B	NF-YA
Traes_5BS_F9D2C42AB.1	Traes_5BS_F9D2C42AB	CPP
Traes_5BS_FC54F9BEA.1	Traes_5BS_FC54F9BEA	bZIP
Traes_5BS_FED4AE2C5.2	Traes_5BS_FED4AE2C5	CPP
Traes_5BS_FF44610EF1.3	Traes_5BS_FF44610EF1	bZIP
Traes_5DL_0107C8C3A.1	Traes_5DL_0107C8C3A	bHLH
Traes_5DL_0107C8C3A1.1	Traes_5DL_0107C8C3A1	bHLH
Traes_5DL_026913547.1	Traes_5DL_026913547	bHLH
Traes_5DL_030E64B15.2	Traes_5DL_030E64B15	FAR1
Traes_5DL_04A93DD74.1	Traes_5DL_04A93DD74	Dof
Traes_5DL_04FB2797F.2	Traes_5DL_04FB2797F	GATA
Traes_5DL_0713E8429.2	Traes_5DL_0713E8429	NAC
Traes_5DL_0924913F8.1	Traes_5DL_0924913F8	NAC
Traes_5DL_09F1F8F79.1	Traes_5DL_09F1F8F79	WRKY
Traes_5DL_0E369E1FC.2	Traes_5DL_0E369E1FC	YABBY
Traes_5DL_11A35E16D.1	Traes_5DL_11A35E16D	Nin-like
Traes_5DL_1272B4BAC.1	Traes_5DL_1272B4BAC	SBP
Traes_5DL_1733FB4DA.1	Traes_5DL_1733FB4DA	WRKY
Traes_5DL_1950C1FC2.2	Traes_5DL_1950C1FC2	bZIP
Traes_5DL_1CD573458.2	Traes_5DL_1CD573458	bHLH
Traes_5DL_1F0881CE1.1	Traes_5DL_1F0881CE1	ZF-HD
Traes_5DL_21F7C6BF7.2	Traes_5DL_21F7C6BF7	WRKY
Traes_5DL_230E818AD.2	Traes_5DL_230E818AD	bZIP
Traes_5DL_2553A6C33.1	Traes_5DL_2553A6C33	WRKY
Traes_5DL_26C867084.2	Traes_5DL_26C867084	E2F/DP
Traes_5DL_26D7767C0.1	Traes_5DL_26D7767C0	NAC
Traes_5DL_2A286B481.1	Traes_5DL_2A286B481	bHLH
Traes_5DL_32D78D06A.1	Traes_5DL_32D78D06A	WRKY
Traes_5DL_34CCC8525.1	Traes_5DL_34CCC8525	FAR1
Traes_5DL_36AE1EF2B.1	Traes_5DL_36AE1EF2B	NAC
Traes_5DL_386343EA1.1	Traes_5DL_386343EA1	GeBP
Traes_5DL_3BA7EE3F0.1	Traes_5DL_3BA7EE3F0	bHLH
Traes_5DL_3CDCC5DFF.2	Traes_5DL_3CDCC5DFF	SBP
Traes_5DL_3EC609F62.1	Traes_5DL_3EC609F62	GRAS
Traes_5DL_431CCA490.1	Traes_5DL_431CCA490	HSF
Traes_5DL_43FC1B296.2	Traes_5DL_43FC1B296	NAC
Traes_5DL_46A3B0DAB1.1	Traes_5DL_46A3B0DAB1	TCP
Traes_5DL_46E3AC8D6.1	Traes_5DL_46E3AC8D6	WRKY
Traes_5DL_4ABC24378.2	Traes_5DL_4ABC24378	FAR1
Traes_5DL_4BA2CC560.2	Traes_5DL_4BA2CC560	WRKY
Traes_5DL_4F9BD63F0.1	Traes_5DL_4F9BD63F0	Trihelix
Traes_5DL_519330E98.2	Traes_5DL_519330E98	bHLH
Traes_5DL_591F8EFBD.1	Traes_5DL_591F8EFBD	bZIP
Traes_5DL_5C93510D5.1	Traes_5DL_5C93510D5	WRKY
Traes_5DL_5DA6E1A09.1	Traes_5DL_5DA6E1A09	bHLH
Traes_5DL_62DEF8361.1	Traes_5DL_62DEF8361	EIL
Traes_5DL_67A38E9B7.1	Traes_5DL_67A38E9B7	bZIP
Traes_5DL_6A12758FC.2	Traes_5DL_6A12758FC	bHLH
Traes_5DL_6A730A96A.2	Traes_5DL_6A730A96A	CAMTA
Traes_5DL_6EB179C88.1	Traes_5DL_6EB179C88	HSF
Traes_5DL_73CE92096.2	Traes_5DL_73CE92096	bZIP
Traes_5DL_743B870D9.1	Traes_5DL_743B870D9	bZIP
Traes_5DL_75AEE92BB.1	Traes_5DL_75AEE92BB	bZIP
Traes_5DL_7A35CD284.1	Traes_5DL_7A35CD284	bHLH
Traes_5DL_7E2053226.2	Traes_5DL_7E2053226	WRKY
Traes_5DL_7F3ABFDD6.1	Traes_5DL_7F3ABFDD6	NF-YA
Traes_5DL_841444545.1	Traes_5DL_841444545	bZIP
Traes_5DL_84C86F76D.1	Traes_5DL_84C86F76D	bHLH
Traes_5DL_88247E2B8.1	Traes_5DL_88247E2B8	GRAS
Traes_5DL_895AA6D35.1	Traes_5DL_895AA6D35	bZIP
Traes_5DL_8D5DCE2BA.2	Traes_5DL_8D5DCE2BA	bHLH
Traes_5DL_8FD0CF6B9.2	Traes_5DL_8FD0CF6B9	GRAS
Traes_5DL_9935B1BF4.2	Traes_5DL_9935B1BF4	bZIP
Traes_5DL_9F8A19A00.1	Traes_5DL_9F8A19A00	ZF-HD
Traes_5DL_A39210547.2	Traes_5DL_A39210547	GRAS
Traes_5DL_A528A05A3.1	Traes_5DL_A528A05A3	bZIP
Traes_5DL_A54ED44C9.2	Traes_5DL_A54ED44C9	WRKY
Traes_5DL_A7B24A017.1	Traes_5DL_A7B24A017	bHLH
Traes_5DL_B2A650E66.1	Traes_5DL_B2A650E66	NAC
Traes_5DL_B69423A67.1	Traes_5DL_B69423A67	NAC
Traes_5DL_B89CD8432.1	Traes_5DL_B89CD8432	GRAS
Traes_5DL_BB02CB81C.2	Traes_5DL_BB02CB81C	NAC
Traes_5DL_BCD584BC0.2	Traes_5DL_BCD584BC0	FAR1
Traes_5DL_C588E74B5.1	Traes_5DL_C588E74B5	SBP
Traes_5DL_C5D9E96D4.1	Traes_5DL_C5D9E96D4	Dof
Traes_5DL_C6C077BB9.2	Traes_5DL_C6C077BB9	bHLH
Traes_5DL_C794C1EEA.3	Traes_5DL_C794C1EEA	bZIP
Traes_5DL_C7DA1DA6F.1	Traes_5DL_C7DA1DA6F	NAC
Traes_5DL_C93641E43.1	Traes_5DL_C93641E43	WRKY
Traes_5DL_D1D0CA79E.1	Traes_5DL_D1D0CA79E	NAC
Traes_5DL_D30ADBFDE.1	Traes_5DL_D30ADBFDE	bZIP
Traes_5DL_E275797CE.1	Traes_5DL_E275797CE	GRAS
Traes_5DL_E4A6D1889.2	Traes_5DL_E4A6D1889	WRKY
Traes_5DL_E96693018.1	Traes_5DL_E96693018	bHLH
Traes_5DL_EF9AFFB3D.2	Traes_5DL_EF9AFFB3D	FAR1
Traes_5DL_F32936F9C.1	Traes_5DL_F32936F9C	bHLH
Traes_5DL_FC7D15A05.1	Traes_5DL_FC7D15A05	FAR1
Traes_5DS_011851EE7.1	Traes_5DS_011851EE7	bZIP
Traes_5DS_268147383.1	Traes_5DS_268147383	YABBY
Traes_5DS_443F1993A.2	Traes_5DS_443F1993A	NF-YA
Traes_5DS_446974FE9.2	Traes_5DS_446974FE9	NAC
Traes_5DS_44A8E7C76.1	Traes_5DS_44A8E7C76	CPP
Traes_5DS_4673CFE71.1	Traes_5DS_4673CFE71	Dof
Traes_5DS_4C8D413E1.2	Traes_5DS_4C8D413E1	FAR1
Traes_5DS_4F7973584.1	Traes_5DS_4F7973584	bZIP
Traes_5DS_51467BEB4.1	Traes_5DS_51467BEB4	bHLH
Traes_5DS_5B1AB0AD3.2	Traes_5DS_5B1AB0AD3	NF-YA
Traes_5DS_5DEA5C9E3.1	Traes_5DS_5DEA5C9E3	WRKY
Traes_5DS_61EE28B2A.2	Traes_5DS_61EE28B2A	FAR1
Traes_5DS_620A46565.1	Traes_5DS_620A46565	FAR1
Traes_5DS_643EDFE5B.2	Traes_5DS_643EDFE5B	TCP
Traes_5DS_6E33F5034.1	Traes_5DS_6E33F5034	bZIP
Traes_5DS_94CF29476.1	Traes_5DS_94CF29476	CPP
Traes_5DS_9B9365AF7.1	Traes_5DS_9B9365AF7	GATA
Traes_5DS_9B9365AF71.1	Traes_5DS_9B9365AF71	GATA
Traes_5DS_9E038EFF9.2	Traes_5DS_9E038EFF9	FAR1
Traes_5DS_C06FE6037.2	Traes_5DS_C06FE6037	GRAS
Traes_5DS_D83DEA9B0.1	Traes_5DS_D83DEA9B0	WRKY
